Date,Sales
7/6/2004,2935
8/2/2004,1225
8/30/2004,1359
10/4/2003,1822
10/16/2004,2164
11/3/2004,1592
11/17/2004,3079
11/24/2004,2998
12/7/2004,2748
1/6/2005,2448
2/10/2005,1911
3/4/2005,2431
5/17/2005,2896
2/17/2003,1631
4/28/2003,1460
6/16/2003,1716
8/10/2003,2560
10/6/2003,1900
10/23/2003,2020
11/8/2003,1988
11/14/2003,1450
11/27/2003,1935
1/9/2004,2793
2/19/2004,3025
5/8/2004,1743
6/24/2004,3236
7/21/2004,1736
8/21/2004,2795
9/15/2004,1672
10/14/2004,1577
11/1/2004,3616
11/12/2004,1460
11/23/2004,2891
12/3/2004,2598
12/17/2004,3872
1/31/2005,3036
3/1/2005,2232
3/30/2005,2437
4/1/2005,2174
5/9/2005,1255
3/18/2003,3724
5/21/2003,5203
9/11/2003,3470
10/17/2003,3148
11/5/2003,2167
11/12/2003,6244
11/20/2003,5566
12/2/2003,4369
1/16/2004,4039
2/26/2004,4420
4/13/2004,2342
7/7/2004,5111
8/9/2004,6168
9/1/2004,4873
10/5/2003,2120
10/16/2004,4236
11/4/2004,1889
11/17/2004,1153
11/29/2004,2493
1/19/2005,1992
2/16/2005,3953
4/22/2005,3729
5/29/2005,2617
2/11/2003,3984
4/28/2003,3170
6/12/2003,3900
8/10/2003,1852
10/6/2003,2513
10/23/2003,2432
11/8/2003,1515
11/14/2003,3079
11/26/2003,1900
1/9/2004,1974
2/19/2004,3703
5/7/2004,1755
6/24/2004,4273
7/21/2004,3985
8/20/2004,2408
9/15/2004,1697
10/14/2004,2011
11/1/2004,2306
11/9/2004,1845
11/23/2004,2493
12/2/2004,1509
1/31/2005,2394
2/28/2005,3165
3/23/2005,3351
4/1/2005,3064
5/6/2005,3892
3/3/2003,5449
5/8/2003,5495
7/2/2003,6336
9/5/2003,2907
10/11/2003,4768
11/4/2003,3820
11/12/2003,3862
11/20/2003,6319
12/2/2003,6996
1/16/2004,6950
2/22/2004,4550
4/12/2004,4480
6/1/2004,5148
7/6/2004,2932
8/6/2004,3160
8/30/2004,4297
10/5/2003,7724
10/16/2004,5498
11/4/2004,4053
11/17/2004,3136
11/24/2004,5014
12/7/2004,5303
1/6/2005,2932
2/10/2005,1758
3/4/2005,6763
4/14/2005,11740
5/17/2005,9240
2/17/2003,3242
4/28/2003,1968
6/16/2003,4095
8/10/2003,1853
10/6/2003,3393
10/28/2003,1972
11/8/2003,2170
11/27/2003,2846
1/12/2004,2018
2/19/2004,2719
4/2/2004,1982
5/11/2004,3002
6/24/2004,2948
7/23/2004,3357
8/21/2004,1175
9/15/2004,2293
10/15/2004,3286
11/1/2004,2334
11/12/2004,2675
11/23/2004,4361
12/3/2004,2019
12/17/2004,3711
1/31/2005,2847
3/1/2005,3006
3/30/2005,2798
4/3/2005,3843
5/10/2005,1351
1/6/2003,1689
3/18/2003,1655
5/21/2003,1529
9/12/2003,1013
10/18/2003,1442
11/5/2003,1163
11/12/2003,972
11/21/2003,903
12/2/2003,1296
1/26/2004,1535
3/2/2004,1185
4/20/2004,1699
8/17/2004,1381
9/1/2004,1340
10/6/2004,965
10/21/2004,1094
11/17/2004,3167
11/29/2004,2144
1/19/2005,1718
2/16/2005,4086
4/22/2005,554
5/29/2005,652
1/31/2003,2922
4/4/2003,5569
6/3/2003,1940
8/1/2003,3785
9/25/2003,2802
10/22/2003,2385
11/6/2003,2916
11/14/2003,5796
11/25/2003,3700
12/9/2003,2981
2/12/2004,5033
3/15/2004,4737
5/5/2004,6311
7/20/2004,3071
8/20/2004,4797
9/8/2004,3832
10/13/2004,4641
10/22/2004,4000
11/5/2004,5326
11/20/2004,4619
12/1/2004,3183
12/15/2004,2603
1/23/2005,1409
2/22/2005,1972
3/15/2005,5208
5/3/2005,4253
1/29/2003,2873
3/25/2003,2254
5/28/2003,3576
7/16/2003,3276
9/12/2003,1811
10/20/2003,3845
11/5/2003,2571
11/13/2003,5035
11/21/2003,2279
12/5/2003,3214
1/29/2004,3532
3/10/2004,3407
4/29/2004,3467
6/14/2004,3629
7/16/2004,4675
8/17/2004,1657
9/7/2004,5171
10/11/2004,3343
10/21/2004,4885
11/5/2004,6268
11/18/2004,4424
11/1/2004,1962
12/10/2004,6847
1/20/2005,3477
2/17/2005,4593
5/30/2005,2209
2/17/2003,1658
4/29/2003,2479
6/27/2003,3566
8/25/2003,2797
10/28/2003,3756
1/12/2004,2840
2/20/2004,1716
4/2/2004,3246
5/11/2004,2761
6/28/2004,1808
7/23/2004,1682
8/21/2004,1491
9/16/2004,1666
10/15/2004,3666
11/2/2004,2916
11/12/2004,2617
11/24/2004,3391
12/4/2004,3147
12/17/2004,1562
2/3/2005,10040
3/1/2005,3167
3/30/2005,3521
4/3/2005,4219
5/10/2005,3582
3/3/2003,2130
5/8/2003,2063
7/2/2003,2008
9/5/2003,2005
10/10/2003,1543
11/4/2003,2270
11/11/2003,1992
11/20/2003,2917
1/15/2004,2028
2/22/2004,3235
4/9/2004,2063
5/26/2004,3318
6/30/2004,3914
8/2/2004,3609
8/30/2004,3525
9/30/2004,2587
10/16/2004,4753
11/3/2004,3685
11/17/2004,5715
11/24/2004,3099
12/7/2004,2671
1/6/2005,5154
2/10/2005,4894
3/4/2005,2473
1/29/2003,3224
4/1/2003,3668
5/28/2003,4141
7/24/2003,2830
9/21/2003,3069
10/21/2003,2635
11/6/2003,2437
11/14/2003,4607
11/25/2003,3599
12/9/2003,3964
2/4/2004,2245
3/11/2004,2793
5/4/2004,4134
6/15/2004,3901
7/19/2004,2743
8/19/2004,2402
9/8/2004,2179
10/13/2004,3155
10/22/2004,2366
11/5/2004,1964
11/19/2004,4746
11/1/2004,6387
12/10/2004,4428
1/23/2005,4044
2/17/2005,2708
5/1/2005,2905
5/31/2005,3554
2/24/2003,1858
4/29/2003,2461
6/27/2003,2642
8/25/2003,3099
10/28/2003,3244
11/18/2003,4351
1/12/2004,3676
2/20/2004,2475
4/2/2004,4177
5/11/2004,3282
6/28/2004,2477
7/23/2004,1884
8/27/2004,3659
9/16/2004,2857
10/15/2004,1918
11/2/2004,5305
11/15/2004,2876
11/24/2004,6483
12/4/2004,3734
1/6/2005,6577
2/3/2005,6353
3/2/2005,4176
4/3/2005,4993
5/10/2005,4765
3/3/2003,1173
5/8/2003,1384
7/2/2003,1328
8/25/2003,1110
10/10/2003,1239
11/4/2003,1036
11/11/2003,1546
11/19/2003,1518
1/15/2004,1732
2/21/2004,1695
4/5/2004,1046
5/26/2004,1738
6/30/2004,652
8/2/2004,988
8/27/2004,1518
9/30/2004,1014
10/16/2004,1550
11/3/2004,1108
11/17/2004,4103
11/24/2004,3713
12/7/2004,1514
1/6/2005,2317
2/10/2005,3298
3/4/2005,1827
4/8/2005,1207
1/31/2003,1667
4/1/2003,1560
6/3/2003,2338
8/1/2003,1104
9/21/2003,2618
10/22/2003,2208
11/6/2003,3166
11/14/2003,2071
11/25/2003,1385
12/9/2003,1622
2/10/2004,1932
3/11/2004,1245
5/5/2004,1705
6/15/2004,1753
7/20/2004,1667
8/19/2004,1711
9/8/2004,2327
10/13/2004,2316
10/22/2004,1727
11/5/2004,8844
11/19/2004,2424
12/1/2004,1535
12/15/2004,6359
1/23/2005,1329
2/22/2005,1702
3/15/2005,2260
5/3/2005,925
5/31/2005,482
1/31/2003,3228
4/11/2003,1711
6/3/2003,2054
8/8/2003,3132
9/25/2003,1681
10/22/2003,2351
11/6/2003,1408
11/14/2003,2446
11/25/2003,1804
12/9/2003,2545
2/12/2004,1056
3/15/2004,2801
5/5/2004,1988
7/20/2004,2908
8/20/2004,2147
9/8/2004,2100
10/14/2004,2315
10/22/2004,2327
11/5/2004,5377
11/20/2004,2626
12/2/2004,4406
12/15/2004,4301
1/23/2005,2987
2/22/2005,1587
3/15/2005,1808
5/5/2005,1193
1/29/2003,3403
3/26/2003,1576
5/28/2003,1630
7/24/2003,1701
9/19/2003,2851
10/21/2003,2692
11/6/2003,2174
11/13/2003,3167
11/25/2003,2143
12/5/2003,2118
2/4/2004,2420
3/11/2004,2191
5/4/2004,3043
6/15/2004,1228
7/19/2004,1330
8/19/2004,2793
9/8/2004,2296
10/11/2004,2629
10/22/2004,1912
11/5/2004,8209
11/18/2004,2432
11/1/2004,3140
12/10/2004,5670
1/20/2005,3160
2/17/2005,6800
5/1/2005,1867
5/31/2005,2702
2/17/2003,2406
4/29/2003,2095
6/27/2003,2798
8/13/2003,1637
10/28/2003,2282
1/12/2004,2307
2/20/2004,1321
4/2/2004,2643
5/11/2004,3061
6/24/2004,3164
7/23/2004,1791
8/21/2004,4093
9/16/2004,2234
10/15/2004,3038
11/1/2004,1420
11/12/2004,1948
11/24/2004,2307
12/4/2004,1780
12/17/2004,3544
2/3/2005,3619
3/3/2005,3919
3/30/2005,1483
4/3/2005,4819
5/10/2005,1592
3/3/2003,3670
5/7/2003,2169
7/2/2003,2694
8/25/2003,3251
10/10/2003,2347
11/4/2003,3921
11/11/2003,2515
11/19/2003,3600
1/15/2004,4040
2/21/2004,3337
4/5/2004,3114
5/26/2004,2832
6/30/2004,3331
8/2/2004,4305
8/27/2004,2600
9/30/2004,4382
10/15/2004,4235
11/3/2004,2627
11/17/2004,5027
11/24/2004,2202
12/7/2004,4327
1/7/2005,3425
2/3/2005,4702
3/4/2005,2204
4/8/2005,5189
2/17/2003,1566
4/29/2003,2480
6/27/2003,1355
8/10/2003,1246
10/8/2003,820
10/28/2003,2493
12/1/2003,1114
1/12/2004,1764
2/20/2004,1897
4/2/2004,1449
5/11/2004,1869
6/24/2004,1861
7/23/2004,1725
8/21/2004,1714
9/15/2004,1259
10/15/2004,2051
11/1/2004,1617
11/12/2004,1766
11/24/2004,2025
12/4/2004,3288
12/17/2004,2725
2/3/2005,3224
3/3/2005,3211
3/30/2005,1796
4/3/2005,1980
5/10/2005,1921
1/31/2003,3705
4/4/2003,2844
6/3/2003,6176
8/1/2003,5500
9/21/2003,3220
10/22/2003,4556
11/6/2003,3115
11/14/2003,4948
11/25/2003,5161
12/9/2003,2658
2/12/2004,3983
3/15/2004,3975
5/5/2004,2928
6/15/2004,3055
7/20/2004,3345
8/20/2004,4311
9/8/2004,4983
10/13/2004,4618
10/22/2004,3403
11/5/2004,5190
11/20/2004,3142
12/2/2004,2213
12/15/2004,4897
1/23/2005,2714
2/22/2005,3087
3/17/2005,5693
5/3/2005,3461
5/31/2005,1896
1/31/2003,1706
4/16/2003,1033
6/3/2003,3180
8/8/2003,2091
9/28/2003,1780
10/22/2003,2538
11/6/2003,2449
11/14/2003,972
11/26/2003,2856
1/2/2004,1968
2/12/2004,2056
3/15/2004,2242
5/5/2004,3129
7/20/2004,2443
8/20/2004,2471
9/8/2004,1927
10/14/2004,2052
10/22/2004,2337
11/5/2004,5933
11/21/2004,2297
12/2/2004,6491
12/15/2004,1623
1/26/2005,1406
2/22/2005,2282
3/17/2005,8977
5/5/2005,3256
3/3/2003,2822
5/7/2003,3293
7/2/2003,4224
8/25/2003,3092
10/10/2003,2220
11/4/2003,3866
11/11/2003,1965
11/19/2003,2669
1/15/2004,3222
2/21/2004,3865
4/5/2004,1367
5/26/2004,3476
6/30/2004,4207
8/2/2004,1486
8/27/2004,3078
9/30/2004,3544
10/15/2004,2483
11/3/2004,3478
11/17/2004,3658
11/24/2004,4682
12/9/2004,3938
1/7/2005,4984
2/3/2005,5407
3/4/2005,3491
4/8/2005,2119
2/11/2003,2897
4/28/2003,1917
6/12/2003,1860
8/8/2003,2624
9/28/2003,2781
10/23/2003,3240
11/7/2003,1824
11/14/2003,1134
11/26/2003,1487
1/2/2004,2837
2/19/2004,1943
3/29/2004,2544
5/7/2004,2568
6/17/2004,2108
7/21/2004,1372
8/20/2004,3540
9/10/2004,1959
10/14/2004,2700
10/29/2004,2542
11/9/2004,2340
11/23/2004,2816
12/2/2004,3527
1/31/2005,4628
2/28/2005,1934
3/23/2005,2600
5/6/2005,2640
2/17/2003,3313
4/29/2003,3864
6/27/2003,1863
8/10/2003,3946
10/8/2003,4954
10/28/2003,2762
12/1/2003,3990
1/12/2004,1650
2/20/2004,2535
4/2/2004,2580
5/11/2004,2832
6/24/2004,3361
7/23/2004,2864
8/21/2004,1995
9/15/2004,4297
10/15/2004,2225
11/1/2004,2795
11/12/2004,2762
11/24/2004,2658
12/4/2004,5044
12/17/2004,1211
2/3/2005,3029
3/3/2005,10067
3/30/2005,4121
4/3/2005,1135
5/10/2005,2101
2/11/2003,2034
4/16/2003,3028
6/6/2003,3104
8/8/2003,3612
9/28/2003,2712
10/21/2003,3014
11/7/2003,2739
11/14/2003,2832
11/26/2003,4720
1/2/2004,3222
2/18/2004,2231
3/20/2004,2297
5/7/2004,4157
7/21/2004,2146
8/20/2004,3724
9/9/2004,2085
10/14/2004,3489
10/22/2004,1753
11/10/2004,3469
11/21/2004,2531
12/2/2004,2924
1/26/2005,4497
2/23/2005,6397
3/28/2005,2578
5/6/2005,3534
2/17/2003,3177
4/28/2003,2730
6/16/2003,1892
8/10/2003,2612
10/6/2003,2926
10/23/2003,2940
11/8/2003,3293
11/14/2003,2390
11/26/2003,2172
1/9/2004,2927
2/19/2004,2660
5/8/2004,3838
6/24/2004,4142
7/21/2004,2172
8/20/2004,1883
9/15/2004,3478
10/14/2004,3324
11/1/2004,4196
11/12/2004,4157
11/23/2004,3919
12/3/2004,2353
12/17/2004,1089
1/31/2005,2701
3/1/2005,2487
3/30/2005,3910
4/1/2005,4039
5/9/2005,3070
2/17/2003,3763
4/29/2003,2585
6/16/2003,4428
8/10/2003,2152
10/6/2003,2353
10/28/2003,3431
11/8/2003,1931
11/27/2003,4775
1/12/2004,2593
2/19/2004,3247
4/2/2004,3373
5/11/2004,3909
6/24/2004,2995
7/23/2004,4473
8/21/2004,4577
9/15/2004,2441
10/15/2004,3106
11/1/2004,2706
11/12/2004,4022
11/24/2004,4826
12/3/2004,4935
12/17/2004,2755
2/3/2005,3857
3/1/2005,3102
3/30/2005,1909
4/3/2005,7544
5/10/2005,2457
2/11/2003,2039
4/28/2003,2499
6/12/2003,3838
8/10/2003,2644
10/2/2003,2316
10/23/2003,3225
11/7/2003,2452
11/14/2003,2255
11/26/2003,3940
1/2/2004,3425
2/19/2004,2914
3/29/2004,2390
5/7/2004,2428
6/17/2004,3021
7/21/2004,2611
8/20/2004,3091
9/10/2004,2576
10/14/2004,3232
11/1/2004,3574
11/10/2004,2023
11/23/2004,3718
12/2/2004,2185
1/31/2005,2884
3/1/2005,5018
3/28/2005,1463
5/6/2005,2353
1/29/2003,4461
4/1/2003,4758
5/28/2003,4597
7/24/2003,4115
9/19/2003,2104
10/21/2003,3195
11/6/2003,3611
11/13/2003,2001
11/25/2003,2314
12/5/2003,3872
2/4/2004,2728
3/11/2004,5614
5/4/2004,4629
6/15/2004,3641
7/19/2004,4048
8/19/2004,2321
9/8/2004,3257
10/11/2004,4208
10/22/2004,2974
11/5/2004,4248
11/20/2004,9559
11/1/2004,2651
12/10/2004,3761
1/23/2005,4301
2/17/2005,1865
5/1/2005,3577
5/31/2005,3722
2/17/2003,3987
4/29/2003,3417
6/27/2003,2691
8/25/2003,2753
10/28/2003,4528
11/18/2003,3957
1/12/2004,2818
2/20/2004,3200
4/2/2004,2403
5/11/2004,6056
6/28/2004,5465
7/23/2004,6379
8/27/2004,5393
9/16/2004,3987
10/15/2004,4009
11/2/2004,7119
11/12/2004,4072
11/24/2004,4095
12/4/2004,3302
12/17/2004,3186
2/3/2005,1668
3/3/2005,7155
3/30/2005,2811
4/3/2005,2018
5/10/2005,5643
2/17/2003,3274
4/29/2003,3268
8/10/2003,2688
10/6/2003,3715
10/28/2003,4608
12/1/2003,3131
1/12/2004,2678
2/20/2004,1747
4/2/2004,2944
5/11/2004,2957
6/24/2004,2052
7/23/2004,3165
8/21/2004,1740
9/15/2004,1778
10/15/2004,1831
11/1/2004,3610
11/12/2004,2112
11/24/2004,3644
12/4/2004,3524
12/17/2004,5002
2/3/2005,5209
3/1/2005,3019
3/30/2005,1902
4/3/2005,7084
5/10/2005,2621
2/11/2003,3164
4/21/2003,4219
6/12/2003,3828
8/8/2003,2335
9/28/2003,4408
10/23/2003,2813
11/7/2003,4055
11/14/2003,3892
11/26/2003,2488
1/2/2004,4447
2/19/2004,4187
3/20/2004,4616
5/7/2004,3245
6/17/2004,2204
7/21/2004,3446
8/20/2004,1939
9/10/2004,3474
10/14/2004,2885
10/29/2004,2671
11/10/2004,3440
11/21/2004,2771
12/2/2004,2398
1/31/2005,3276
3/1/2005,4144
3/28/2005,5193
5/6/2005,3029
2/11/2003,2556
4/16/2003,3754
6/12/2003,2562
8/8/2003,3246
9/28/2003,2205
10/23/2003,3003
11/7/2003,2526
11/14/2003,1748
11/26/2003,3267
1/2/2004,2819
2/19/2004,2956
3/20/2004,2885
5/7/2004,3163
6/17/2004,4072
7/21/2004,2969
8/20/2004,3396
9/10/2004,4693
10/14/2004,3516
10/29/2004,3381
11/10/2004,3205
11/21/2004,2588
12/2/2004,2855
1/31/2005,4026
3/1/2005,2864
3/28/2005,3790
5/6/2005,2440
2/17/2003,2949
4/28/2003,1540
6/16/2003,2213
8/10/2003,2920
10/6/2003,3778
10/28/2003,3233
11/8/2003,3431
11/27/2003,2547
1/12/2004,2954
2/19/2004,3183
4/2/2004,2467
5/11/2004,2363
6/24/2004,2487
7/23/2004,2249
8/21/2004,2061
9/15/2004,4071
10/15/2004,2656
11/1/2004,2736
11/12/2004,3349
11/23/2004,2893
12/3/2004,1661
12/17/2004,4277
1/31/2005,2503
3/1/2005,3802
3/30/2005,3145
4/3/2005,2031
5/10/2005,2674
2/17/2003,2527
4/28/2003,1349
6/16/2003,876
8/10/2003,1874
10/6/2003,1671
10/23/2003,1668
11/8/2003,2302
11/14/2003,1460
11/26/2003,1210
1/9/2004,2145
2/19/2004,1416
5/8/2004,1844
6/24/2004,1199
7/21/2004,1875
8/20/2004,2477
9/15/2004,949
10/14/2004,1823
11/1/2004,1486
11/15/2004,3790
11/23/2004,2060
12/3/2004,2579
12/17/2004,2190
1/31/2005,1624
3/1/2005,4358
3/30/2005,1367
4/1/2005,1122
5/9/2005,2420
2/11/2003,1420
4/16/2003,2184
6/12/2003,2079
8/8/2003,1725
9/28/2003,3003
10/23/2003,1846
11/7/2003,2009
11/14/2003,1804
11/26/2003,2110
1/2/2004,2683
2/19/2004,2280
3/20/2004,1193
5/7/2004,1507
6/17/2004,1473
7/21/2004,1697
8/20/2004,1694
9/9/2004,1922
10/14/2004,2083
10/29/2004,2228
11/10/2004,3209
11/21/2004,4081
12/2/2004,2244
1/31/2005,3979
3/1/2005,5418
3/28/2005,2116
5/6/2005,3079
